target,tweet,stance
We should end racial profiling,we should end racial profiling because it is immoral to target potential criminals based on racial stereotypes. we may prevent a very small amount of crime but it is unjust to do it in this way.,1
We should end racial profiling,we should end racial profiling because it is racist and doesn't actually do anything to lower crimes,1
We should end racial profiling,"we should end racial profiling because it's insensitive and demeans people, not to mention racist",1
We should end racial profiling,we should end racial profiling because it's unfair and un-american.,1
We should end racial profiling,we should end racial profiling because the peace iin world is important,1
We should end racial profiling,we should end racial profiling because we are attempting to create an all are equal country and this just stirs the pot.,1
We should end racial profiling,we should end racial profiling because we have come far enough in being equals that it is no longer needed.,1
We should end racial profiling,we should end racial profiling becuase it unfairly prejudices against people who may not have ever done anything wrong in the past.,1
We should end racial profiling,we should end racial profiling for best treat and love the peolple of world,1
We should end racial profiling,we should end racial profiling for fraternal union of people on the world,1
We should end racial profiling,we should end racial profiling for our sons and fathers,1
We should end racial profiling,"we should end racial profiling it only makes things worse it does stop crime, it only hurts innocent people.",1
We should end the use of economic sanctions,"we should end the usage of economic sanctions because it is incredibly cruel to the citizens of the country being sanctioned, especially the poor. sanctions don't necessarily stop wars either.",1
We should end the use of economic sanctions,we should end the use of economic sanctions because it causes more conflict.,1
We should end the use of economic sanctions,we should end the use of economic sanctions because it is abusing the rights of any self governing state,1
We should end the use of economic sanctions,we should end the use of economic sanctions because it is inhuman and not fair and it is some sort of a bully,1
We should end the use of economic sanctions,we should end the use of economic sanctions because sometimes they don't work how they should and it just hurts countries economically,1
We should end the use of economic sanctions,we should end the use of economic sanctions because they are costly,1
We should end the use of economic sanctions,we should end the use of economic sanctions because they are not effective as long as there are exceptions granted to certain countries.,1
We should end the use of economic sanctions,we should end the use of economic sanctions because they cause stress and hardship on nations,1
We should end the use of economic sanctions,we should end the use of economic sanctions because they rarely achieve their aims in the short term and often have undesirable consequences such as causing economic hardship to large populations of people,1
We should end the use of economic sanctions,we should end the use of economic sanctions because they rarely achieve their desired aims while causing unitended harm to large number of people,1
We should end the use of economic sanctions,We should end the use of economic sanctions because we hurt the people in that countries not the government but mostly the people in those countries,1
We should end the use of economic sanctions,we should end the use of economic sanctions to help our goal of peace.,1
We should end the use of economic sanctions,we should end the use of economic sanctions to save time,1
We should end mandatory retirement,we should end this because if people believe they are still able to work then let them. they may get depressed if they dont.,1
We should fight for the abolition of nuclear weapons,"we should eradicate these weapons that have the potential to destroy every person, animal and plant on the planet",1
We should end affirmative action,we should evaluate candidates based solely on their merits.,1
We should subsidize embryonic stem cell research,we should explore this area of medical advancement for the potential huge gains in treatment of paralysis,1
We should limit judicial activism,we should fight against judicial activism because there are laws on books for a reason and they should not be ignored for the whim of a judge and their thoughts on a matter.,1
We should fight for the abolition of nuclear weapons,we should fight for the abolition nuclear weapons because of the dangers involved.  misuse of nuclear weapons could lead to another world l war.,1
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons as no country needs to have weapons capable of doing that much harm to others.,1
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons as the destruction that would be caused by their use in a war would be devastating for the countries targeted.,1
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons as they can cause catastrophic consequences and can cause unspeakable suffering.,1
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons because are dangerous,1
We should fight for the abolition of nuclear weapons,We should fight for the abolition of nuclear weapons because even one nuclear strike could lead to mutually assured destruction.,1
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons because if someone sets them off it would be the end of the world as we know it,1
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons because is fundamental for world peace,1
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons because it lessens the chance of a nuclear war,1
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons because the threat of such weapons only causes tension between countries.,1
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons because the use of nuclear weapons can destroy an entire city or country.,1
We should fight for the abolition of nuclear weapons,We should fight for the abolition of nuclear weapons because they are weapons designed to kill innocent people and cannot be restricted to military targets.,1
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons because they have destroyed countries and left people for dead and without homes,1
We should fight for the abolition of nuclear weapons,We should fight for the abolition of nuclear weapons because they have fossilized the Allies from WW2 into the most powerful countries in the world forever.,1
We should fight for the abolition of nuclear weapons,We should fight for the abolition of nuclear weapons because they pose an existential threat to civilization.,1
We should fight for the abolition of nuclear weapons,We should fight for the abolition of nuclear weapons because they turn short term political problems into permanent environmental problems.,1
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons for maintanance of union of people,1
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons for the peace and envelope of people,1
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons or else the entire world will destroy itself.,1
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons since it provides a major terror threat. it's testing is also bad for our environment since it creates radiation in our ocean or on land.,1
We should fight for the abolition of nuclear weapons,"we should fight for the abolition of nuclear weapons they will kill us all and destroy this world, they are dangerous.",1
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons to ensure a safe future for our children and for generations to come.,1
We should fight for the abolition of nuclear weapons,We should fight for the abolition of nuclear weapons to ensure a safe future for our children and the world.,1
We should fight for the abolition of nuclear weapons,We should fight for the abolition of nuclear weapons to make the world a safer place.,1
We should fight for the abolition of nuclear weapons,we should fight for the absolution of nuclear weapons so that the world can have the best chance of everlasting peace. there would be no threat of these weapons destroying the world.,1
We should fight urbanization,we should fight it because to many buildings and cars will be bad for the pollution. and many natural parks and countryside will be destroyed.,1
We should fight for the abolition of nuclear weapons,we should fight the abolition of nuclear weapons because they get into the wrong hands the world is in trouble,1
We should fight for the abolition of nuclear weapons,we should fight to abolition nuclear weapons because if they get in the wrong hands many people will be killed,1
We should fight urbanization,we should fight urbanization and leave wild life alone.,1
We should fight urbanization,we should fight urbanization and let people live where they darn well want to live.,1
We should fight urbanization,we should fight urbanization as it eats up our green spaces which we need to provide oxygen and food.,1
We should fight urbanization,We should fight urbanization as it is leeching talent and investment from the countryside and creating inequality.,1
We should fight urbanization,"we should fight urbanization because cities are a despot for waste, drugs, disease, and homelessness. the majority of hiv cases and drug addiction cases are in major cities.",1
We should fight urbanization,we should fight urbanization because everyone should have the right to live where they want.  rural living can be just as good as urban living,1
We should fight urbanization,we should fight urbanization because if we will not  our nature will be affected.,1
We should fight urbanization,we should fight urbanization because it causes more air pollution than there already is,1
We should fight urbanization,we should fight urbanization because it causes smog and air pollution,1
We should fight urbanization,we should fight urbanization because it has adverse effects on human health for example due to increased air pollution,1
We should fight urbanization,we should fight urbanization because it leads to air pollution,1
We should fight urbanization,"we should fight urbanization because it leads to more harms than good. cities have increased pollution, drug use, and crime as opposed to rural areas. there is more homeless in cities as well.",1
We should fight urbanization,we should fight urbanization because more populous areas also see an increase in crime.,1
We should fight urbanization,we should fight urbanization because of the environmental impacts it has on the planet.,1
We should fight urbanization,"We should fight urbanization because simply due to increase in poverty and pollution in term of when more people more water usage, more land clearing and other waste and this cause health problem",1
We should fight urbanization,we should fight urbanization because some parts of nature have been destroyed.,1
We should fight urbanization,"we should fight urbanization because the amount of land we have is limited and once we expand cities further out into the open land, we can't get it back.",1
We should fight urbanization,we should fight urbanization because the increase of cities will cause the decrease of natural habitats for the animals in the world.,1
We should fight urbanization,we should fight urbanization because we need to conserve trees.,1
We should fight urbanization,we should fight urbanization since takes over lands that could be used for farms and the natural landscapes.,1
We should fight urbanization,we should fight urbanization so that we help to preserve our natural environment.,1
We should fight urbanization,"we should fight urbanization to avoid overpopulated area, overpopulated will cause lots of problems",1
We should fight urbanization,we should fight urbanization to protect the ozone layer,1
We should limit judicial activism,we should further promote judicial activism in order to communicate to a wider audience.,-1
We should abandon television,we should get away from television and get active for better health,1
We should fight for the abolition of nuclear weapons,we should get rid of all nuclear weapons before they get into the hands of someone with no respect for human life,1
We should abolish intellectual property rights,we should get rid of it as it costs a lot of money,1
We should abolish intellectual property rights,we should get rid of it as it is very expensive,1
We should fight for the abolition of nuclear weapons,we should get rid of it because there are to many risks involved,1
We should cancel pride parades,we should get rid of pride parades altogether as there should not be a celebration because you happen to like the same sex or believe you are the opposite sex.,1
We should abandon television,"we should get rid of television because it is a distraction to most, is not cost efficient, and is a monopoly.",1
We should fight for the abolition of nuclear weapons,we should get rid of the nuclear weapons because it will create a society which has no dynamic weapons that can destroy entire cities. this will lead to a safer and better future.,1
We should abolish intellectual property rights,we should get rid of these property rights because they take away from others ideas.,1
We should abolish intellectual property rights,we should have  intellectual property rights so a company can protect their ideas.,-1
We should abolish intellectual property rights,we should have free and open discourse of all ideas.  intellectual property prevents this and stunts our collective growth.,1
We should fight for the abolition of nuclear weapons,we should have nuclear weapons because other countries can attack us,-1
We should limit executive compensation,"we should have sensible limits on executive compensation, the wage gap between top executives and other workers is far too large. this disparity is unfair.",1
We should abolish the right to keep and bear arms,we should have the ability to protect ourselves in need be,-1
We should subsidize student loans,we should help children attain the education they need,1
We should subsidize student loans,"we should help students pay to be educated. it is costly, and loans hamper their future.",1
We should subsidize stay-at-home dads,"we should increase parental leave after child birth, but not fully subsidize stay at home fathers. mothers are more critical during the first year of life and we do not subsidize them either.",-1
We should introduce compulsory voting,we should introduce comoulsory voting because it is easier to keep track of whom voted and whom didn't and easier to count the votes,1
We should introduce compulsory voting,we should introduce compulsory voting as all citizens need to have their voices heard to make the outcomes of elections more credible and truly representative of the whole population.,1
We should introduce compulsory voting,we should introduce compulsory voting as everyone should have a say in who is voted into offices.,1
We should introduce compulsory voting,we should introduce compulsory voting because democracy loses out when people get turned off politics and don't get involved,1
We should introduce compulsory voting,we should introduce compulsory voting because each citizen has a right to voice their opinion on who is leading this country.,1
We should introduce compulsory voting,we should introduce compulsory voting because every citizen lives in this country and must voice their opinion when it comes to voting or else the results will always be skewed.,1
We should introduce compulsory voting,we should introduce compulsory voting because every people in a certain country should vote because they are a citizen of that country and still needed to be counted,1
We should introduce compulsory voting,we should introduce compulsory voting because it helps make sure everyone gives their input in elections,1
We should introduce compulsory voting,we should introduce compulsory voting because it is a more accurate way of counting votes,1
We should introduce compulsory voting,we should introduce compulsory voting because it means candidates have to consider the whole electorate including the poorer and less well educated who otherwise tend not to vote.,1
We should introduce compulsory voting,we should introduce compulsory voting because people have a right to vote,1
We should introduce compulsory voting,we should introduce compulsory voting because there won't be any call for revotes or extra elections,1
We should introduce compulsory voting,we should introduce compulsory voting since everyone should vote and what better way to encourage voting than by making mandatory.,1
We should introduce compulsory voting,We should introduce compulsory voting so nobody can complain if their candidates losing,1
We should introduce compulsory voting,we should introduce compulsory voting so nobody will can complaint that their voices not heard.,1
We should introduce compulsory voting,we should introduce compulsory voting to help keep cheating down.,1
We should introduce compulsory voting,we should introduce compulsory voting to make sure that every single voice is heard and so that nobody is suppressed at the polls.,1
We should introduce compulsory voting,we should introduce compulsory voting to see if it is effective.,1
We should subsidize student loans,"we should invest in the young generations and support them in their education, especially when higher education is so expensive.",1
We should abolish capital punishment,we should keep capital punishment because it is more cost efficient and will cost much more to keep person in prison for their entire life.,-1
We should abolish capital punishment,we should keep capital punishment because killers dont deserve to live. a life for a life.,-1
We should end the use of economic sanctions,we should keep economic sanctions to keep trade in check,-1
We should prohibit flag burning,we should keep flag burning because is a free country,-1
We should close Guantanamo Bay detention camp,we should keep guantanamo bay detection camp open because it helps protect this nation,-1
We should close Guantanamo Bay detention camp,we should keep guantanamo bay detection camp open because one of the most guarded prisons and can hold the baddest criminals,-1
We should abolish intellectual property rights,"we should keep intellectual property rights because if a person came up with an idea, they should receive credit for it no matter what the circumstances are, it is only fair.",-1
We should end racial profiling,we should keep it because it is almost always true what they feel,-1
We should close Guantanamo Bay detention camp,we should keep it open because the president wants to send captured terrorists there.,-1
We should fight for the abolition of nuclear weapons,we should keep nuclear weapons because it shows power for a nation,-1
We should legalize organ trade,we should keep organ trade illegal because it will lead to less organ donors and more organ sellers,-1
We should ban whaling,we should keep protecting this endangered spieces,1
We should stop the development of autonomous cars,"we should keep refining the process of autonomous car development because it can be very useful, especially people who may not be able to drive for one reason or another.",-1
We should end affirmative action,we should keep the affirmative action to make things equal in employment,-1
We should abolish the right to keep and bear arms,we should keep the right to keep and bear arms to protect ourselves from dangerous situations and to keep our homes and our families safe.,-1
We should fight for the abolition of nuclear weapons,we should keep them in case a bad war breaks out and they are really needed.,-1
We should adopt gender-neutral language,we should leave the languages we have alone and work on compromises other ways.,-1
We should legalize organ trade,we should legalise organ trade because it could save so many lives.,1
We should legalize sex selection,we should legalise sex selection because some genetic diseases can only be found in either man or females and if it runs in the family then it can give the child a chance to live a normal life.,1
We should legalize polygamy,we should legalise this because 2 people marriage is not traditional anymore and everyone should have the chance to love who they want.,1
Assisted suicide should be a criminal offence,"we should legalize assisted suicide, people have a right to determine their own future",-1
We should legalize organ trade,we should legalize organ trade as many people die whilst awaiting transplant and the level of those donating is dropping.,1
We should legalize organ trade,We should legalize organ trade as this would make a  lot more organs available for those who need transplants.,1
We should legalize organ trade,"we should legalize organ trade because it encourages people to give their organs to others in need, therefore saving lives.",1
We should legalize organ trade,we should legalize organ trade because it may help with the organ donor list and that some people are not on it,1
We should legalize organ trade,we should legalize organ trade because it will be better monitored than having organs being sold on the black market,1
We should legalize organ trade,we should legalize organ trade because it will lower the risk of selling on the black market and can help those in need,1
We should legalize organ trade,we should legalize organ trade because it will stop trading on the black market,1
We should legalize organ trade,we should legalize organ trade because it would help more people that need organs instead of selling organs on the black market legalize it.,1
We should legalize organ trade,we should legalize organ trade because it would lead to the end of the black market in organ trading,1
We should legalize organ trade,we should legalize organ trade because it would stop shady dealings on the black market and make it a more safe and regulated industry for people who truly need new organs.,1
We should legalize organ trade,We should legalize organ trade because it's the most efficient way to amp the number of transplants and help as much people as possible.,1
We should legalize organ trade,we should legalize organ trade because many people who are in need of organs have trouble getting good organs.,1
We should legalize organ trade,we should legalize organ trade because people would benefit by having a better life,1
We should legalize organ trade,"We should legalize organ trade because this is the fastest way to increase the number of implantation's, improving society's medical capabilities and overall development.",1
We should legalize organ trade,"we should legalize organ trade since it would be nice to give people organs if they needed like liver lobes, lung lobes.",1
We should legalize organ trade,we should legalize organ trade so both sides have the opportunity to save each other's lives,1
We should legalize organ trade,We should legalize organ trade so that more organ donation operations can go ahead and save more lives.,1
We should legalize organ trade,we should legalize organ trade so that more people will donate knowing their organ will be traded until they find a good match.,1
We should legalize organ trade,we should legalize organ trade so that more people would donate and then more people would live.,1
We should legalize organ trade,we should legalize organ trade so that the donation program can be utilized to its full potential.,1
We should legalize polygamy,we should legalize polygamy as it is persons right to choose their number of spouses and more than one spouse can lead to an increased sense of family and community.,1
We should legalize polygamy,we should legalize polygamy as people should have the right to have as many wives as they wish as long as everyone agrees to the arrangement.,1
We should legalize polygamy,we should legalize polygamy as people should not have the government telling them how many partners they can or can't have.,1
We should legalize polygamy,we should legalize polygamy because everybody involved is a consenting adult and they should be free to make their own choices on how they live their lives.,1
We should legalize polygamy,we should legalize polygamy because freedom should allow people to marry whoever they want. if two women want to marry the same guy they should be able to form a threesome partnership,1
We should legalize polygamy,we should legalize polygamy because if people want to live this way they should be able to,1
We should legalize polygamy,we should legalize polygamy because it falls under the constitution of pursuing what makes you happy.,1
We should legalize polygamy,"We should legalize polygamy because it happens whether it is legal or not, and polyamorists deserve equal legal protections.",1
We should legalize polygamy,We should legalize polygamy because it is a victim-less act.,1
We should legalize polygamy,"we should legalize polygamy because it is not the government's business to police who or how many people we marry. if three women want to marry the same man, i say let them.",1
We should legalize polygamy,we should legalize polygamy because it is taking place without being legalized.  it is part of some religions and should be legalized.,1
We should legalize polygamy,we should legalize polygamy because it may stop people who go on to take part in sexual crimes because they arent able to go elsewhere,1
We should legalize polygamy,we should legalize polygamy because it should be up to the individuals involved if they want that kind of relationship. the government shouldn't be able to tell us who we can love and marry.,1
We should legalize polygamy,we should legalize polygamy because it shows that people can love and help raise children that aren't even their own,1
We should legalize polygamy,we should legalize polygamy because it will prevent adultery,1
We should legalize polygamy,we should legalize polygamy because it will stop adultery,1
We should legalize polygamy,we should legalize polygamy because people have a right to spend their life with whomever they want and however many people they want to,1
We should legalize polygamy,we should legalize polygamy because people should have the right to choose how many partners they want.,1
We should legalize polygamy,"We should legalize polygamy because the government should restrict personal freedom as little as possible, since people know their own interests best.",1
We should legalize polygamy,"We should legalize polygamy because the main opposition to it is religious, and there is a separation of church and state in most liberal countries.",1
We should legalize polygamy,we should legalize polygamy because was legal in a time,1
We should legalize polygamy,We should legalize polygamy if sufficient people want to live that way then governments should not stand in their way.,1
We should legalize polygamy,we should legalize polygamy since people should be free to marry as many people as they want.,1
We should legalize polygamy,We should legalize polygamy so that children of these relationships get appropriate legal resources like tax credits for their care.,1
We should legalize polygamy,We should legalize polygamy so that consenting adults who wish to follow this practice can do so without fear of punishment.,1
We should legalize polygamy,"we should legalize polygamy, because as john lennon sang, ""any kind of love is good love.""",1
We should legalize prostitution,we should legalize prostitution and let a woman have control of her body.,1
We should legalize prostitution,"We should legalize prostitution as this would enable sex workers to have better healthcare, support and workers' rights.",1
We should legalize prostitution,we should legalize prostitution because eduacation for child,1
We should legalize prostitution,"we should legalize prostitution because freedom should be absolute. if i wish to make money having sex, i should have that right. having it legal will reduce the violence and increase safety.",1
We should legalize prostitution,"we should legalize prostitution because if it were legal, then the women could make a decent living without living in fear of being arrested or contacting diseases.",1
We should legalize prostitution,"we should legalize prostitution because if someone really wants to use those services, they should have the right to do so.  we can just regulate it.",1
We should legalize prostitution,we should legalize prostitution because it gets prostitutes off the street,1
We should legalize prostitution,We should legalize prostitution because it is a victimless crime and many prostitutes enter the profession of their own free will.,1
We should legalize prostitution,"we should legalize prostitution because it is going to happen no matter what, so allow it legally so the women can be safe and get the proper care needed in this profession.",1
We should legalize prostitution,"We should legalize prostitution because it is not fundamentally different than any other use of one's body for money, so the only objection is a religious one, which has no place in the law.",1
We should legalize prostitution,we should legalize prostitution because it is still in the decision of many people for themselves on how they are going to get money for their lives.,1
We should legalize prostitution,we should legalize prostitution because it reduce crime and increase the safety of sex workers,1
We should legalize prostitution,we should legalize prostitution because it will be regulated meaning the females will be safer,1
We should legalize prostitution,we should legalize prostitution because it would help the prostitutes take better care not to spread deceases,1
We should legalize prostitution,we should legalize prostitution because that way more prostitutes will take care of themselves medically so they won't catch or spread diseases,1
We should legalize prostitution,we should legalize prostitution because that way the prostitutes will more likely have themselves taken better care of and not spread aids and other sicknesses,1
We should legalize prostitution,We should legalize prostitution in order to avoid giving young people criminal records that will hurt their job prospects down the line.,1
We should legalize prostitution,We should legalize prostitution since it should be out in the open. controlled and supervised- instead of hidden. this is most efficient way to improve sex workers conditions and pave their way to independence.,1
We should legalize prostitution,We should legalize prostitution so that it can be taxed.,1
We should legalize prostitution,we should legalize prostitution so that there can then be laws put into place that helps to regulate the practice and that puts health and safety laws into place.,1
We should legalize prostitution,We should legalize prostitution so that we can regulate it and make it safer for the prostitutes and the clients.,1
We should legalize prostitution,we should legalize prostitution so that women as a whole are taught that their place in society is simply as a commodity to be used by someone with more money,1
We should legalize prostitution,we should legalize prostitution so that workers can receive some protections and not be afraid of filing charges against abusive customers.,1
We should legalize prostitution,we should legalize prostitution so they can earn honest money and not afraid being hunt down by authorities,1
We should legalize prostitution,we should legalize prostitution that way the prostitutes have federal laws that ensure that they have a safe working environment since prostituting is a dangerous profession that can lead to death.,1
We should legalize prostitution,"we should legalize prostitution to keep the prostitutes safe and so they are being taken care off, have somewhere to go when in need",1
We should legalize sex selection,we should legalize sex  selection because people should be able to make their own choices,1
We should legalize sex selection,we should legalize sex selection  we should legalize cannabis,1
We should legalize sex selection,we should legalize sex selection as everyone should have the right to determine the sex of their children.,1
We should legalize sex selection,we should legalize sex selection as it could stop or reduce abortions due to unwanted pregnancies because of the wrong sex,1
We should legalize sex selection,we should legalize sex selection as it is a parents right to choose and many families may want a girl after many boys and so sex selection will help ensure a wanted pregnancy.,1
We should legalize sex selection,we should legalize sex selection as people have every right to chose the sex of the child they wish to raise.,1
We should legalize sex selection,We should legalize sex selection as with all the developments in the world we should be allowed to choose the sex of our children.,1
We should legalize sex selection,"We should legalize sex selection because a ban leads to dangerous back alley procedures, and to more abortions and female infanticide",1
We should legalize sex selection,we should legalize sex selection because everyone should be able to decide what sex they want to be not what sex they were assigned at birth.,1
We should legalize sex selection,we should legalize sex selection because i think people should be able to pick if they want their child to be a boy or a girl,1
We should legalize sex selection,"We should legalize sex selection because if it is banned, families will turn to more dangerous black market abortion providers, and more women will die.",1
We should legalize sex selection,"We should legalize sex selection because in regions where infanticide is practiced, this would make it unnecessary.",1
We should legalize sex selection,we should legalize sex selection because it can give the family control over their family size,1
We should legalize sex selection,we should legalize sex selection because it gives the parents a choice of choosing exactly the kind of family they want,1
We should legalize sex selection,We should legalize sex selection because it is not the government's place to force women to carry an unwanted pregnancy to term.,1
We should legalize sex selection,we should legalize sex selection because it is the decision of the parents if they want to select the sex of the baby and no one else.,1
We should legalize sex selection,we should legalize sex selection because it lets the family choose what kind of child they will have,1
We should legalize sex selection,we should legalize sex selection because it should be up to people to make that choice. freedom of choice is vital in democracies and should be protected where possible.,1
We should legalize sex selection,we should legalize sex selection because it would be sensational to be able to decide which sex of child we would like to have.,1
We should legalize sex selection,we should legalize sex selection because our image of god,1
We should legalize sex selection,we should legalize sex selection because parents have rights when it comes to their own children.,1
We should legalize sex selection,we should legalize sex selection because people should be able to pick the sex of the baby they want instead of having the sex forced on them,1
We should legalize sex selection,we should legalize sex selection because people should have the right to pick if they want to raise a boy or a girl,1
We should legalize sex selection,we should legalize sex selection because the parents are free to decide what gender they want,1
We should legalize sex selection,We should legalize sex selection because there is no harm to third parties that the government needs to intervene to prevent.,1
We should legalize sex selection,We should legalize sex selection because this is a legitimate choice for mothers to make.,1
We should legalize sex selection,"we should legalize sex selection since technology is headed in that direction, and maintaining the current status quo harms development",1
We should legalize sex selection,we should legalize sex selection so people can have the sex of the child they want to have.,1
We should legalize sex selection,we should legalize sex selection to support autonomy,1
We should legalize sex selection,"we should legalize sex selection. if i want to have a baby girl, who has the right to deny me my wish? what if i had two boys already and don't want a third?",1
We should legalize organ trade,we should legalize the organ trade because a poor person can trade their organs to pay for their families food. everyone should have the right to make money off their body if they so choose.,1
We should legalize organ trade,We should legalize the organ trade because adults should be free to do what they will with their own bodies.,1
We should legalize organ trade,"We should legalize the organ trade because currently people are punished for obeying the law and not purchasing organs, in the form of longer wait times.",1
We should legalize organ trade,We should legalize the organ trade because it would allow the supply of organs to increase in sync with the demand.,1
We should legalize organ trade,"We should legalize the organ trade so that it can be taxed and regulated, rather than be run by organized criminals.",1
We should legalize organ trade,We should legalize the organ trade so that operations are performed safely by licensed physicians in hospitals.,1
We should limit judicial activism,we should limit  judicial activism because people making rulings on personal opinions instead of the law could set a bad president and other people may try to do the same crime if it is gotten away with,1
We should limit executive compensation,we should limit executive compensation as it is the only fair way to honor your employees.,1
We should limit executive compensation,we should limit executive compensation as many executives take huge payouts from floundering companies and this also leads to bad press and public anger.,1
We should limit executive compensation,We should limit executive compensation as the gap between top and bottom salaries in organisations is too big and the lower paid jobs need to earn a living wage.,1
We should limit executive compensation,we should limit executive compensation because ceos are getting million + dollar bonuses while many of the employees get raises that don't even cover inflation.,1
We should limit executive compensation,we should limit executive compensation because is necesary adjust in economics,1
We should limit executive compensation,we should limit executive compensation because it is not fair because most of the success and profit brought and was done by people that are below them,1
We should limit executive compensation,we should limit executive compensation because it is taxed as income,1
We should limit executive compensation,we should limit executive compensation because it leads to higher taxes,1
We should limit executive compensation,we should limit executive compensation because it only helps the rich,1
We should limit executive compensation,we should limit executive compensation because it will lead to having to pay taxes at the highest tier,1
We should limit executive compensation,we should limit executive compensation because most make an unbalanced amount of salary in comparison to their real worth.,1
We should limit executive compensation,we should limit executive compensation because other workers are not getting the salary they need to live,1
We should limit executive compensation,we should limit executive compensation because other workers do not get compensated enough,1
We should limit executive compensation,we should limit executive compensation because the employees do all the hard work.,1
We should limit executive compensation,we should limit executive compensation because the money should be put to better use such as medical,1
We should limit executive compensation,"we should limit executive compensation because there is no need to be that greedy, all that extra money could go towards better pay for their employees.",1
We should limit executive compensation,"we should limit executive compensation because they are paid enough as it is, the money could be put back into the organisation",1
We should limit executive compensation,we should limit executive compensation because this money would be better if used for medical,1
We should limit executive compensation,we should limit executive compensation because this would help support all of the workers in a company.,1
We should limit executive compensation,we should limit executive compensation because too much compensation promotes bad business practices and focuses on money instead of product or services offered.,1
We should limit executive compensation,we should limit executive compensation for envelope and increase of production,1
We should limit executive compensation,we should limit executive compensation for national ecomics,1
We should limit executive compensation,We should limit executive compensation since all the employees have a hand in creating those profits.  It's wrong for only the top executives to receive the benefits.,1
We should limit executive compensation,we should limit executive compensation so that all the employees get a decent living wage and benefits for them and their families.,1
We should limit executive compensation,We should limit executive compensation so that the top layer of organisations does not earn massively more than the rest of the workforce as they are both important to the success of the company.,1
We should limit executive compensation,"we should limit executive compensation, it is a poorly hidden attempt to escape income tax",1
We should limit executive compensation,"we should limit executives earnings.  some ceo's get millions of dollars for a salary plus housing, airplanes, and even get a package to leave the company.  all this while average worker could use more.",1
We should limit executive compensation,we should limit how much these executives get paid so the profits dont turn into losses.,1
We should limit judicial activism,"we should limit it, laws should not be changed for special circumstances",1
We should limit judicial activism,we should limit judicial activism and keep the laws the ways they are,1
We should limit judicial activism,we should limit judicial activism as it goes outside the set laws and eventually could go to far to one person creating their own agendas.,1
We should limit judicial activism,we should limit judicial activism as that does not follow the laws the people voted on.,1
We should limit judicial activism,"we should limit judicial activism because a judge is there to interpret the law, not create it.",1
We should limit judicial activism,we should limit judicial activism because a lot of the time the judge brings into his own personal feelings and not what is right with the law,1
We should limit judicial activism,we should limit judicial activism because it can become too powerful and become it's own judge and jury and become impartial.,1
We should limit judicial activism,we should limit judicial activism because it is not fair and base on a person personal emotion or opinion,1
We should limit judicial activism,we should limit judicial activism because it is not right to make political stands when judging crime. each judge only has the authority and responsibility to decide whether or not a current law was broken,1
We should limit judicial activism,we should limit judicial activism because it is opinion based and causes wrongful convictions,1
We should limit judicial activism,we should limit judicial activism because it takes the fairness out of our judicial system as decisions should never be subjective.,1
We should limit judicial activism,we should limit judicial activism because it's effective,1
We should limit judicial activism,We should limit judicial activism because some judges abuse the power they are given and have control over certain sensitive issues according to their own liking and it limit freedom of speech,1
